Is_3D_Phase,Iteration,Envelope_Compliance_Nm,Max_Delta_Rho,Compute_Time_sec
0,1,0.01697061220053184,0.675,3.129437208175659
0,2,0.01670921302360168,0.19610000000000005,2.423088788986206
0,3,0.01689312174441584,0.19220000000000004,2.3334848880767822
0,4,0.017235654121311707,0.18830000000000002,2.3356897830963135
0,5,0.017584335882053048,0.16222439926365761,2.304105758666992
0,6,0.017946831146286514,0.1805,2.2441577911376953
0,7,0.018323640443279235,0.15711339736651797,2.0747807025909424
0,8,0.01870836413094239,0.16798611531999985,2.2423346042633057
0,9,0.019105332162155216,0.1321201444974417,2.2409849166870117
0,10,0.019511605485999638,0.14745232667446784,2.190791368484497
0,11,0.01992932315923427,0.11494527596511017,2.266301393508911
0,12,0.020357671718400208,0.1024470022072127,2.1789064407348633
0,13,0.02079819044073755,0.1177666609933875,2.2982563972473145
0,14,0.021250520575088527,0.10519643710866189,2.205439329147339
0,15,0.021715201216086184,0.09220139958719298,2.402169942855835
0,16,0.022192032570249424,0.10152895288796016,2.4327001571655273
0,17,0.022681620019613095,0.0581764654383673,2.4151625633239746
0,18,0.037337768581950204,0.13370000000000004,3.133195400238037
0,19,0.03743529396619731,0.12980000000000003,2.519118070602417
0,20,0.03909912775609267,0.1259,2.6337599754333496
0,21,0.03987626166456537,0.122,2.6826276779174805
0,22,0.041472004746615033,0.11809999999999998,2.6479949951171875
0,23,0.042286971493761344,0.11419999999999997,2.766143798828125
0,24,0.04369855120578757,0.11030000000000006,2.838336229324341
0,25,0.04442265810769732,0.10640000000000005,2.8226559162139893
0,26,0.045516801175094684,0.10250000000000004,2.887328624725342
0,27,0.04626232726950442,0.09860000000000002,2.8482730388641357
0,28,0.04701399820704551,0.0947,2.992891311645508
0,29,0.047471122835435156,0.09079999999999999,3.4755449295043945
0,30,0.047599400872255254,0.08690000000000003,3.7477405071258545
0,31,0.04747342176077007,0.08300000000000007,3.772049903869629
0,32,0.04704168998406376,0.07910000000000006,3.485015869140625
0,33,0.0465190590027086,0.07520000000000004,3.7367825508117676
0,34,0.04599819908484763,0.07130000000000003,3.7433626651763916
0,35,0.07450613350617534,0.06740000000000002,5.9744274616241455
0,36,0.06859557643311441,0.06350000000000006,6.29992938041687
0,37,0.06432098363093293,0.05960000000000004,6.033620357513428
0,38,0.060984833894394866,0.05570000000000003,5.64987587928772
0,39,0.058345747215487936,0.05180000000000007,5.69719934463501
0,40,0.05646261752710967,0.047900000000000054,5.464330434799194
0,41,0.05508078484362311,0.04400000000000004,6.0608229637146
0,42,0.054205967442716975,0.04010000000000008,6.054150342941284
0,43,0.053557848989465875,0.036200000000000065,6.156755447387695
0,44,0.05329216724975323,0.03230000000000005,6.091445207595825
0,45,0.05322292759840046,0.028400000000000036,6.4568235874176025
0,46,0.05335621766644824,0.024500000000000022,6.081947326660156
0,47,0.05359729152363557,0.020600000000000063,5.930191993713379
0,48,0.05396383614815652,0.016700000000000048,6.754333257675171
0,49,0.05440679342618593,0.012800000000000034,6.670452356338501
0,50,0.05493201067791989,0.008900000000000047,6.391786813735962
0,1,0.016970611788842915,0.675,3.7332892417907715
0,2,0.01667881130000076,0.19610000000000005,2.888469934463501
0,3,0.016877746630201772,0.19220000000000004,2.3694400787353516
0,4,0.017213593843196366,0.18830000000000002,2.6800551414489746
0,5,0.017563276307674652,0.16881725215042076,2.6326706409454346
0,6,0.017924374116897908,0.16617705668502558,2.740968704223633
0,7,0.01829854734474365,0.14733061279898452,2.603793144226074
0,8,0.018682439385450136,0.17270000000000008,2.4366440773010254
0,9,0.019077705879985613,0.12532724862679845,2.376627206802368
0,10,0.01948317989043403,0.15002582527531394,2.7387118339538574
0,11,0.019899683631202505,0.10607092610004809,2.701716899871826
0,12,0.020327028001851707,0.1223748539725924,2.482011079788208
0,13,0.02076655107634817,0.1153096554400963,2.6478352546691895
0,14,0.021217890600119204,0.09984260687253987,2.561292886734009
0,15,0.021681602138914288,0.09364181623622292,2.5999755859375
0,16,0.02215768284441822,0.09875786755120375,2.4915904998779297
0,17,0.02264669731721919,0.05558225438463893,2.4022700786590576
0,18,0.037188610959562454,0.13370000000000004,2.8283121585845947
0,19,0.037416831632319625,0.12980000000000003,3.120814323425293
0,20,0.03897819039526506,0.1259,2.9391353130340576
0,21,0.039865089160939615,0.122,2.8938934803009033
0,22,0.04135259873316681,0.11809999999999998,2.956599712371826
0,23,0.04231019466293087,0.11419999999999997,3.404285192489624
0,24,0.04364293262167719,0.11030000000000006,3.386483907699585
0,25,0.04453456572759404,0.10640000000000005,3.419938802719116
0,26,0.04561777755545843,0.10250000000000004,3.459960460662842
0,27,0.04649099503035105,0.09860000000000002,3.487666130065918
0,28,0.04735305957342166,0.0947,3.4599239826202393
0,29,0.04802229624246786,0.09079999999999999,3.6822948455810547
0,30,0.04841585024874541,0.08690000000000003,4.108351707458496
0,31,0.048545316469224456,0.08300000000000007,4.021707057952881
0,32,0.048388667319056645,0.07910000000000006,4.473740816116333
0,33,0.04788008060699678,0.07520000000000004,4.112376928329468
0,34,0.04720857287435676,0.07130000000000003,4.360846519470215
0,35,0.07791171149437429,0.06740000000000002,6.822807312011719
0,36,0.07131030099185133,0.06350000000000006,6.605282306671143
0,37,0.06649701541234601,0.05960000000000004,6.7249860763549805
0,38,0.062383453243694625,0.05570000000000003,6.811457633972168
0,39,0.05894998415759563,0.05180000000000007,6.022554874420166
0,40,0.05641976499881455,0.047900000000000054,6.159736156463623
0,41,0.054590761250238186,0.04400000000000004,5.898777484893799
0,42,0.0533215499000653,0.04010000000000008,5.710903882980347
0,43,0.05239297729000475,0.036200000000000065,6.366411447525024
0,44,0.05176308231476346,0.03230000000000005,5.9194536209106445
0,45,0.05133485961630922,0.028400000000000036,5.87205171585083
0,46,0.051167362919398295,0.024500000000000022,5.718332052230835
0,47,0.05118621715662855,0.020600000000000063,6.223464250564575
0,48,0.05134563935513338,0.016700000000000048,6.1500403881073
0,49,0.051622885982666095,0.012800000000000034,5.987883567810059
0,50,0.05198939199911974,0.008900000000000047,5.7813286781311035
0,1,0.01950640066596912,0.7560696350517198,3.2272467613220215
0,2,0.019231602087045798,0.19610000000000005,2.3610620498657227
0,3,0.019576254581148,0.19220000000000004,2.226034164428711
0,4,0.020103478952719987,0.18830000000000002,2.39011549949646
0,5,0.020643493070711956,0.17253459261013315,2.351236581802368
0,6,0.021209901321339125,0.13459348817652328,2.5776233673095703
0,7,0.021795629650050163,0.14584576797109694,2.5165014266967773
0,8,0.022402435062726725,0.10962162882330628,2.3942675590515137
0,9,0.02303146898059196,0.12737060825795155,2.476621389389038
0,10,0.023683291114480462,0.11354864117949404,2.3626389503479004
0,11,0.024357870443596413,0.12332137967072765,2.3441922664642334
0,12,0.02505610372096704,0.14452693947680406,2.43131947517395
0,13,0.02577849870017323,0.10295541516837914,2.3803372383117676
0,14,0.02652631543215412,0.11842459925269055,2.387638807296753
0,15,0.027300321566944688,0.10888822830959011,2.424146890640259
0,16,0.028101155173094666,0.06820491997428568,2.613191843032837
0,17,0.028929635015709384,0.07482162881975385,2.6960175037384033
0,18,0.05553210098293035,0.13370000000000004,3.2144718170166016
0,19,0.05675027873979052,0.12980000000000003,3.2159509658813477
0,20,0.05923342985658919,0.12435771804767137,3.1653952598571777
0,21,0.06113904889069839,0.122,3.3464863300323486
0,22,0.06337077026682125,0.11809999999999998,3.3712687492370605
0,23,0.06518838492340108,0.11419999999999997,3.5903007984161377
0,24,0.06706340421894619,0.11030000000000006,3.8849174976348877
0,25,0.06879144606678589,0.10640000000000005,3.5962283611297607
0,26,0.07057544124564324,0.10250000000000004,3.743731737136841
0,27,0.07235013117349298,0.09860000000000002,3.9557952880859375
0,28,0.07401025294630156,0.0947,3.8898420333862305
0,29,0.07551641451593634,0.09079999999999999,3.9876394271850586
0,30,0.07673696825356457,0.08690000000000003,4.343143939971924
0,31,0.07744156628228682,0.09204933287145867,4.335331678390503
0,32,0.0772398412570274,0.09023768821880196,4.465879678726196
0,33,0.07592091053464546,0.07520000000000004,4.65591025352478
0,34,0.07385946422750109,0.07130000000000003,4.325669765472412
0,35,0.14159370220623127,0.06740000000000002,7.468458652496338
0,36,0.12244328645598482,0.06350000000000006,7.075698137283325
0,37,0.10895416794858215,0.05960000000000004,7.374932527542114
0,38,0.09907671233369025,0.05570000000000003,6.756143093109131
0,39,0.0919297728321567,0.05180000000000007,5.18070912361145
0,40,0.08676979543949778,0.047900000000000054,6.176730155944824
0,41,0.0831164510675575,0.04400000000000004,6.338716983795166
0,42,0.08055556367997212,0.04010000000000008,5.014711856842041
0,43,0.07878292324769198,0.036200000000000065,5.988301038742065
0,44,0.07760083563797707,0.03230000000000005,5.273848295211792
0,45,0.07687134289283662,0.028400000000000036,6.745715141296387
0,46,0.07650891450560468,0.024500000000000022,6.458818197250366
0,47,0.07642709058447195,0.020600000000000063,6.5971410274505615
0,48,0.07658382631166642,0.016700000000000048,6.792376518249512
0,49,0.07694204854863207,0.012800000000000034,7.021835803985596
0,50,0.07748798729071882,0.008900000000000047,6.868039846420288
0,1,0.019506400984121125,0.7560696350517198,3.668565511703491
0,2,0.019210934956119946,0.19610000000000005,2.4836275577545166
0,3,0.01957048312829047,0.19220000000000004,2.43833589553833
0,4,0.020094503755045554,0.18830000000000002,2.366642475128174
0,5,0.02063523412055436,0.17099672165107593,2.309309244155884
0,6,0.021200518548538487,0.13009007819419538,2.353363513946533
0,7,0.021785904251981805,0.14362220425964523,2.586794137954712
0,8,0.022392224341365174,0.11484950951800199,2.4483489990234375
0,9,0.023020852672915152,0.12586587448127717,2.376786947250366
0,10,0.02367193034211512,0.11620330061068662,2.6025757789611816
0,11,0.02434615474908179,0.12100462917636368,2.7733662128448486
0,12,0.025043996584361232,0.1415209596349164,2.6173694133758545
0,13,0.02576593075244176,0.10588724810075312,2.714425802230835
0,14,0.026513541552799134,0.12160747626736346,2.652067184448242
0,15,0.027287009669123924,0.10499409158640582,2.629129648208618
0,16,0.02808739602073277,0.06538028980207466,2.6483492851257324
0,17,0.028915587256482647,0.0712887845424347,2.5226240158081055
0,18,0.055466260854707655,0.13370000000000004,3.1818370819091797
0,19,0.056748339053412755,0.12980000000000003,3.4363365173339844
0,20,0.05919953625324909,0.12190841187105661,3.3348217010498047
0,21,0.06114466524576715,0.122,3.452085256576538
0,22,0.06336668090746927,0.11809999999999998,3.59516978263855
0,23,0.0652247750449178,0.11419999999999997,4.072077512741089
0,24,0.06710842195768325,0.11030000000000006,4.046964883804321
0,25,0.06885646937798805,0.10640000000000005,3.911266565322876
0,26,0.07065244211232342,0.10250000000000004,4.075720548629761
0,27,0.07244618313001239,0.09860000000000002,3.959036111831665
0,28,0.07415134216587753,0.0947,3.8610122203826904
0,29,0.07567064995772307,0.09079999999999999,4.032407283782959
0,30,0.07693343803982962,0.08690000000000003,4.237397193908691
0,31,0.07772094906241589,0.08300000000000007,4.375749826431274
0,32,0.07775914973594046,0.0998670168328023,4.649071931838989
0,33,0.07697983510959629,0.07520000000000004,4.588154077529907
0,34,0.07580261519593852,0.07130000000000003,4.374134302139282
0,35,0.15866087386253586,0.06740000000000002,7.7853546142578125
