Is_3D_Phase,Iteration,Envelope_Compliance_Nm,Max_Delta_Rho,Compute_Time_sec,Peak_VRAM_GB
0,1,0.5883435700718826,0.20000000000000007,0.6192164421081543,1.118788242340088
0,2,0.5540806167280118,0.19850000000000007,0.22429156303405762,1.1251211166381836
0,3,0.5462656543142033,0.19700000000000006,0.2329273223876953,1.1251211166381836
0,4,0.5422118464336448,0.1955,0.12773823738098145,1.1251211166381836
0,5,0.5521109387102704,0.19400000000000006,0.12642478942871094,1.1251211166381836
0,6,0.5464069736063586,0.1925,0.13616132736206055,1.1251211166381836
0,7,0.5588103526624861,0.19100000000000006,0.11656808853149414,1.1251211166381836
0,8,0.5583856458666494,0.18950000000000006,0.2162644863128662,1.1251211166381836
0,9,0.5699102829771623,0.18800000000000006,0.14290452003479004,1.1251211166381836
0,10,0.5698663478697564,0.18650000000000005,0.24390721321105957,1.1251211166381836
0,11,0.579873750670411,0.18500000000000005,0.1922588348388672,1.1251211166381836
0,12,0.5785997495798739,0.18350000000000005,0.24191761016845703,1.1251211166381836
0,13,0.5883858986680344,0.18200000000000005,0.1890881061553955,1.1251211166381836
0,14,0.5867498655405818,0.18050000000000005,0.251293420791626,1.1251211166381836
0,15,0.5961164461030719,0.17900000000000005,0.20043563842773438,1.1251211166381836
0,16,0.5946847556745483,0.17750000000000005,0.24339652061462402,1.1251211166381836
0,17,0.6037887923273759,0.17600000000000005,0.21346712112426758,1.1251211166381836
0,18,0.6027506600162286,0.17450000000000004,0.26238417625427246,1.1251211166381836
0,19,0.6116804322963747,0.17300000000000004,0.22568202018737793,1.1251211166381836
0,20,0.6107427642486964,0.17150000000000004,0.2563939094543457,1.1251211166381836
0,21,0.6197877277214985,0.17000000000000004,0.2234935760498047,1.1251211166381836
0,22,0.618737228205088,0.16850000000000004,0.25652408599853516,1.1251211166381836
0,23,0.6274874884248522,0.16700000000000004,0.23059988021850586,1.1251211166381836
0,24,0.6265552912355443,0.16550000000000004,0.26126718521118164,1.1251211166381836
