Is_3D_Phase,Iteration,Envelope_Compliance_Nm,Max_Delta_Rho,Compute_Time_sec,Peak_VRAM_GB
0,1,0.6079431870646304,0.20000000000000007,0.6463360786437988,2.489358425140381
0,2,0.610693615983215,0.19850000000000007,0.19468212127685547,2.4956912994384766
0,3,0.6076838522558732,0.19700000000000006,0.12949013710021973,2.4956912994384766
0,4,0.6117427773269783,0.1955,0.11104130744934082,2.4956912994384766
0,5,0.613299019392993,0.17970341598135556,0.10908341407775879,2.4956912994384766
0,6,0.6175667031748083,0.1925,0.12761902809143066,2.4956912994384766
0,7,0.6208569827779293,0.15527768709047055,0.1160891056060791,2.4956912994384766
0,8,0.6247614303023266,0.15527768709047055,0.11441493034362793,2.4956912994384766
0,9,0.6289921198763505,0.162199804004273,0.12458324432373047,2.4956912994384766
0,10,0.632737824683034,0.162199804004273,0.09822678565979004,2.4956912994384766
0,11,0.6354611577301641,0.14029608618993034,0.09695982933044434,2.4956912994384766
0,12,0.6404189328862999,0.14029608618993034,0.11816930770874023,2.4956912994384766
0,13,0.6456840388737404,0.1795819971865701,0.11963558197021484,2.4956912994384766
0,14,0.6472577699046882,0.1795819971865701,0.07422089576721191,2.4956912994384766
0,15,0.6519887816909129,0.1636983614951238,0.10583782196044922,2.4956912994384766
0,16,0.6555659611810032,0.07376927968212947,0.09481143951416016,2.4956912994384766
0,17,0.6608352780214354,0.10629083236090701,0.11505675315856934,2.4956912994384766
0,18,0.6659087109369906,0.05005263856456943,0.110076904296875,2.4956912994384766
0,19,0.6682558994682756,0.044095266674579414,0.07621479034423828,2.4956912994384766
0,20,0.6727311263519224,0.051696187096998344,0.09897589683532715,2.4956912994384766
0,21,0.6790238837289859,0.05526868906874055,0.12253451347351074,2.4956912994384766
0,22,0.6805182322437366,0.04668207048104156,0.07150506973266602,2.4956912994384766
0,23,0.686975607315726,0.0830866863833469,0.12415957450866699,2.4956912994384766
0,24,0.6904524786327004,0.03621207753992006,0.08740520477294922,2.4956912994384766
0,25,0.6931981927602742,0.06151338754316154,0.08109188079833984,2.4956912994384766
0,26,0.7010140909065081,0.08257903771543466,0.13665223121643066,2.4956912994384766
0,27,0.702675320532539,0.05476893466572135,0.08297586441040039,2.4956912994384766
0,28,0.7090754037755045,0.15707739595788836,0.13039588928222656,2.4956912994384766
0,29,0.7110534857103479,0.15707739595788836,0.07036280632019043,2.4956912994384766
0,30,0.7182357747755566,0.13305533267174105,0.13270950317382812,2.4956912994384766
0,31,0.7226879515230817,0.036379481680559336,0.09523701667785645,2.4956912994384766
0,32,0.7251570131164959,0.12356582858016779,0.0804128646850586,2.4956912994384766
0,33,0.7311287548746003,0.15200000000000002,0.11978411674499512,2.4956912994384766
0,34,0.7366786713786722,0.03366839233146979,0.11227750778198242,2.4956912994384766
0,35,0.7402932547482035,0.03750626673963753,0.08926796913146973,2.4956912994384766
0,36,0.7456867659325775,0.04335994366957796,0.10814905166625977,2.4956912994384766
0,37,0.7475612187958671,0.08435288997777848,0.07005596160888672,2.4956912994384766
0,38,0.7570251318743352,0.12287200754715452,0.16048240661621094,2.4956912994384766
0,39,0.7592109481882965,0.04527303750992004,0.07521319389343262,2.4956912994384766
0,40,0.7640755043717218,0.046012594395849926,0.10811805725097656,2.4956912994384766
0,41,0.8025904582854166,0.14000000000000004,0.27231335639953613,2.4956912994384766
0,42,0.804539974739764,0.1385,0.12445950508117676,2.4956912994384766
0,43,0.808401519932378,0.137,0.11655831336975098,2.4956912994384766
0,44,0.8144164703100203,0.07211042279189439,0.15602397918701172,2.4956912994384766
0,45,0.818872992241489,0.07584769164273686,0.14093637466430664,2.4956912994384766
0,46,0.8220563354655974,0.07241316312261625,0.1153719425201416,2.4956912994384766
0,47,0.8270785319140246,0.0730567546565124,0.15395712852478027,2.4956912994384766
0,48,0.8302389434529289,0.08277766891705607,0.11892318725585938,2.4956912994384766
0,49,0.8336630852797338,0.09843956676422705,0.12704205513000488,2.4956912994384766
