Is_3D_Phase,Iteration,Envelope_Compliance_Nm,Max_Delta_Rho,Compute_Time_sec,Peak_VRAM_GB
0,1,0.6079414731782747,0.20000000000000007,0.76027512550354,1.4481139183044434
0,2,0.6106879735694468,0.19850000000000007,0.1669611930847168,1.454446792602539
0,3,0.6076800744729031,0.19700000000000006,0.12698793411254883,1.454446792602539
0,4,0.611554768456285,0.1955,0.1119842529296875,1.454446792602539
0,5,0.6132520976250679,0.1768779161568983,0.10464000701904297,1.454446792602539
0,6,0.6176294613223345,0.19249999999999995,0.1135411262512207,1.454446792602539
0,7,0.6209348811062684,0.15716226719877413,0.10367536544799805,1.454446792602539
0,8,0.6248292115832507,0.15716226719877413,0.10272741317749023,1.454446792602539
0,9,0.6289478182003889,0.16781140878128528,0.1187283992767334,1.454446792602539
0,10,0.6326983973383904,0.16781140878128528,0.10242962837219238,1.454446792602539
0,11,0.6354576664886129,0.14238456457399104,0.10390329360961914,1.454446792602539
0,12,0.6404348391461233,0.14238456457399104,0.11825203895568848,1.454446792602539
0,13,0.6456658443826588,0.18200000000000002,0.1192014217376709,1.454446792602539
0,14,0.6471997291384237,0.18050000000000002,0.08511900901794434,1.454446792602539
0,15,0.6522689058040654,0.15976907628153406,0.1200094223022461,1.454446792602539
0,16,0.6558221229191348,0.06732458381827847,0.11027741432189941,1.454446792602539
0,17,0.6609493208380856,0.10588090482467322,0.13404393196105957,1.454446792602539
0,18,0.6648207407635852,0.05860075073656415,0.09768557548522949,1.454446792602539
0,19,0.6673562782961402,0.04462649735305779,0.08483028411865234,1.454446792602539
0,20,0.6725420868564558,0.08515972381315132,0.11279988288879395,1.454446792602539
0,21,0.678228252991254,0.04465663177982104,0.10706353187561035,1.454446792602539
0,22,0.6810511130397895,0.0446035443460473,0.08477401733398438,1.454446792602539
0,23,0.6862548655952924,0.038620199199926986,0.10845804214477539,1.454446792602539
0,24,0.6905759086317517,0.03268082829920982,0.10141968727111816,1.454446792602539
0,25,0.6952897657035215,0.12347465502535522,0.12273287773132324,1.454446792602539
0,26,0.7004382753030113,0.03212948149796638,0.11627721786499023,1.454446792602539
0,27,0.7032490535341309,0.029129931838694834,0.09394121170043945,1.454446792602539
0,28,0.7082993508525667,0.08178632365137528,0.10297179222106934,1.454446792602539
0,29,0.7120829591236348,0.08178632365137528,0.09070920944213867,1.454446792602539
0,30,0.7172326490808546,0.13619452304463803,0.10987734794616699,1.454446792602539
0,31,0.7230136689842919,0.031874156912763296,0.11523318290710449,1.454446792602539
0,32,0.7259578284689943,0.046241373589922724,0.08156681060791016,1.454446792602539
0,33,0.7314749063486082,0.06859405357061388,0.10660076141357422,1.454446792602539
0,34,0.7351439740995485,0.03782285514676398,0.09450721740722656,1.454446792602539
0,35,0.7404611146943502,0.05402721518719361,0.119415283203125,1.454446792602539
0,36,0.746361486269841,0.04186841794828411,0.1211397647857666,1.454446792602539
0,37,0.7496531676704452,0.04926403442542837,0.08707141876220703,1.454446792602539
0,38,0.7551991872041997,0.04740342378807405,0.10741257667541504,1.454446792602539
0,39,0.7590383642556366,0.04508121193061121,0.0929417610168457,1.454446792602539
0,40,0.7642668939170962,0.05898802755063712,0.11559510231018066,1.454446792602539
